Id,SalePrice
1461,120270.914
1462,179774.64
1463,179363.47
1464,183892.3
1465,212659.23
1466,179399.86
1467,175788.23
1468,165409.55
1469,179060.23
1470,119569.38
1471,188789.06
1472,98828.336
1473,97447.98
1474,143861.55
1475,118693.69
1476,389056.9
1477,234646.27
1478,284882.94
1479,303018.12
1480,509118.94
1481,331621.38
1482,212849.77
1483,172565.05
1484,164926.7
1485,172405.33
1486,200762.03
1487,377083.84
1488,246465.89
1489,194708.4
1490,218604.48
1491,194087.25
1492,99205.13
1493,175585.3
1494,268821.6
1495,267941.78
1496,217887.77
1497,187589.86
1498,160546.33
1499,157379.44
1500,156840.23
1501,174142.52
1502,144787.2
1503,237706.27
1504,219674.42
1505,220767.31
1506,169016.7
1507,244273.92
1508,182158.31
1509,162091.48
1510,143521.2
1511,145907.95
1512,168314.39
1513,153045.56
1514,128333.68
1515,223037.45
1516,134442.05
1517,168766.62
1518,126711.336
1519,195213.89
1520,130844.01
1521,139254.36
1522,178298.3
1523,121192.13
1524,131078.11
1525,117374.164
1526,116922.98
1527,109008.46
1528,123356.664
1529,140890.95
1530,171119.23
1531,126322.57
1532,101861.086
1533,136550.77
1534,119671.516
1535,144783.06
1536,117493.15
1537,63763.047
1538,145768.2
1539,196494.2
1540,94230.945
1541,147920.11
1542,139339.2
1543,151119.05
1544,77500.04
1545,102255.09
1546,134747.81
1547,136537.77
1548,128559.57
1549,107080.9
1550,129366.54
1551,107573.84
1552,179082.19
1553,168084.3
1554,117697.02
1555,166788.27
1556,109762.94
1557,100087.63
1558,98219.15
1559,122506.99
1560,119638.82
1561,108091.586
1562,128420.1
1563,129864.39
1564,149866.05
1565,154993.1
1566,218086.58
1567,78748.164
1568,225974.55
1569,114858.78
1570,138851.48
1571,117868.15
1572,138346.36
1573,205132.55
1574,134167.14
1575,205193.42
1576,216580.11
1577,177954.84
1578,132666.53
1579,147521.42
1580,190361.39
1581,162059.39
1582,121211.94
1583,322203.5
1584,227827.34
1585,142875.86
1586,74953.67
1587,117101.26
1588,139435.61
1589,99694.85
1590,132157.98
1591,122639.4
1592,112585.16
1593,125279.77
1594,143118.02
1595,149846.3
1596,206007.88
1597,184849.44
1598,180490.77
1599,162138.03
1600,173482.17
1601,74522.43
1602,121810.01
1603,96818.945
1604,231911.08
1605,215973.55
1606,162133.45
1607,147024.12
1608,193063.36
1609,184491.3
1610,163316.98
1611,141631.48
1612,174901.23
1613,178696.3
1614,126561.47
1615,100371.555
1616,96115.836
1617,92864.88
1618,127107.86
1619,129848.89
1620,162091.95
1621,143301.3
1622,150942.89
