Id,SalePrice
1461,130768.24
1462,161472.62
1463,171329.89
1464,191154.36
1465,197275.11
1466,179209.05
1467,167112.39
1468,168292.12
1469,181909.45
1470,113695.234
1471,195468.1
1472,101589.766
1473,91029.766
1474,150511.17
1475,129317.26
1476,391630.72
1477,261707.98
1478,305303.22
1479,293716.47
1480,442457.38
1481,343543.56
1482,234324.12
1483,154877.88
1484,163522.94
1485,177953.5
1486,213617.4
1487,365839.06
1488,257405.75
1489,225277.78
1490,181689.66
1491,205877.08
1492,94766.57
1493,189240.92
1494,260685.9
1495,254439.4
1496,213422.36
1497,186938.47
1498,147690.77
1499,155339.5
1500,153300.03
1501,172994.86
1502,147190.97
1503,278716.03
1504,233528.2
1505,219107.39
1506,156765.72
1507,221137.28
1508,187329.16
1509,155160.64
1510,132340.48
1511,139194.97
1512,157415.17
1513,159973.02
1514,163904.64
1515,199632.25
1516,165886.38
1517,150173.75
1518,125822.91
1519,226672.2
1520,134056.75
1521,132025.4
1522,166275.23
1523,116070.16
1524,138132.1
1525,123593.984
1526,128349.695
1527,96334.586
1528,131572.05
1529,143120.52
1530,168812.16
1531,157226.28
1532,96229.73
1533,130620.13
1534,124715.586
1535,141289.11
1536,121918.29
1537,57257.934
1538,164702.17
1539,204470.52
1540,104372.305
1541,123552.58
1542,123879.38
1543,187713.22
1544,73032.7
1545,109602.375
1546,118231.516
1547,157117.52
1548,138821.48
1549,120024.4
1550,136305.4
1551,104784.234
1552,155661.88
1553,152262.95
1554,122856.0
1555,178998.0
1556,76166.18
1557,108138.12
1558,85053.35
1559,112301.77
1560,139281.5
1561,129390.13
1562,121596.12
1563,125575.055
1564,151737.73
1565,155936.61
1566,222514.38
1567,70664.17
1568,209250.86
1569,146475.2
1570,127163.37
1571,151504.56
1572,138846.4
1573,209359.58
1574,102148.2
1575,214560.92
1576,205129.34
1577,214216.83
1578,151728.12
1579,143191.69
1580,191721.67
1581,173691.44
1582,128531.305
1583,298929.25
1584,238459.23
1585,137717.11
1586,68835.33
1587,125005.98
1588,143950.77
1589,105279.76
1590,139107.73
1591,105805.305
1592,119541.41
1593,119098.81
1594,159306.7
1595,96355.01
1596,233609.98
1597,193706.77
1598,240840.22
1599,157071.77
1600,146548.06
1601,61467.246
1602,122032.59
1603,96103.27
1604,265853.3
1605,262166.9
1606,172590.67
1607,126638.49
1608,220990.73
1609,216948.42
1610,166993.73
1611,155697.5
1612,151281.88
1613,159121.11
1614,118696.336
1615,87610.17
1616,80135.445
1617,65746.89
1618,132102.5
1619,132945.22
1620,185312.31
1621,133642.08
1622,139569.55
1623,307140.28
1624,197328.14
1625,115329.11
1626,160035.78
1627,187316.75
1628,241579.31
1629,194039.53
1630,330522.97
1631,226239.56
1632,312941.3
1633,176677.25
1634,180344.4
1635,181515.45
1636,154570.88
1637,207364.69
1638,209320.4
1639,192929.94
1640,267230.12
1641,192920.45
1642,219983.81
1643,265525.94
1644,245274.4
1645,188769.73
1646,142921.75
1647,171759.7
1648,134709.5
1649,143173.8
1650,120963.21
1651,128852.48
1652,92979.12
1653,98432.16
1654,154688.48
1655,132260.06
1656,149494.58
1657,158332.98
1658,152690.6
1659,137506.17
1660,154040.9
1661,497742.25
1662,402184.6
1663,366827.88
1664,421114.84
1665,339613.88
1666,303713.12
1667,380829.8
1668,375197.03
1669,281724.56
1670,360021.62
1671,214362.66
1672,483936.94
1673,328355.25
1674,273846.47
1675,184654.62
1676,186122.9
1677,215578.58
1678,449994.2
1679,417855.5
1680,356752.66
1681,307401.62
1682,285700.03
1683,193349.25
1684,174390.02
1685,175007.4
1686,185847.98
1687,174236.34
1688,203350.25
1689,203215.17
1690,178473.34
1691,174201.34
1692,234563.4
1693,170028.5
1694,182293.4
1695,172336.78
1696,270607.56
1697,170709.72
1698,337376.84
1699,373184.1
1700,229810.48
1701,284965.6
1702,305870.8
1703,300854.78
1704,297005.62
1705,234735.66
1706,414526.56
1707,215965.17
1708,223935.34
1709,268707.84
1710,226222.19
1711,242378.36
1712,307416.78
1713,225281.55
1714,216675.05
1715,193886.4
1716,208814.48
1717,198130.9
1718,151877.47
1719,214133.47
1720,237508.16
1721,196485.64
1722,155154.89
1723,156824.42
1724,229128.33
1725,244692.16
1726,198947.78
1727,168608.05
1728,183404.8
1729,159887.67
1730,175820.52
1731,122528.59
1732,124240.664
1733,113834.39
1734,120958.23
1735,132584.81
1736,122364.6
1737,296666.4
1738,226859.08
1739,265462.4
1740,215604.14
1741,207050.39
1742,172585.72
1743,179098.86
1744,316515.6
1745,262196.8
1746,286504.62
1747,218339.12
1748,216792.11
1749,144151.44
1750,142810.56
1751,255998.4
1752,119590.72
1753,138546.64
1754,200559.81
1755,161605.17
1756,125023.68
1757,123458.15
1758,134822.22
1759,156425.33
1760,156629.58
1761,149430.05
1762,184181.44
1763,166371.78
1764,126257.79
1765,164629.23
1766,169443.53
1767,202846.39
1768,150829.97
1769,169567.77
1770,142861.17
1771,132333.45
1772,139549.66
1773,145285.0
1774,129102.69
1775,130533.92
1776,141811.16
1777,106894.99
1778,136753.08
1779,114365.53
1780,187904.2
1781,124017.875
1782,93264.22
1783,127908.836
1784,109464.664
1785,128571.81
1786,164544.42
1787,148392.84
1788,52446.645
1789,93216.23
1790,66872.164
1791,174100.88
1792,169641.7
1793,120387.68
1794,148990.03
1795,128960.58
1796,150026.38
1797,119809.164
1798,127109.47
1799,127633.3
1800,133973.56
1801,134078.0
1802,139681.2
1803,143446.0
1804,146646.88
1805,133016.9
1806,120488.414
1807,107867.93
1808,132473.4
1809,124241.01
1810,149628.22
1811,116498.23
1812,96399.086
1813,124260.734
1814,98163.875
1815,51235.15
1816,113857.42
1817,96524.664
1818,141664.05
1819,118336.336
1820,72347.61
1821,106238.99
1822,141411.53
1823,36238.164
1824,153012.23
1825,147657.89
1826,111682.27
1827,115866.85
1828,143644.23
1829,111614.84
1830,131665.66
1831,185284.11
1832,84371.47
1833,148407.97
1834,125954.45
1835,134552.66
1836,131717.9
1837,99777.164
1838,134737.64
1839,84072.99
1840,171749.55
1841,128827.016
1842,68565.74
1843,139105.1
1844,134113.81
1845,154683.8
1846,155381.5
1847,169027.12
1848,60165.49
1849,149218.88
1850,127354.805
1851,152720.36
1852,141888.62
1853,146625.5
1854,178267.25
1855,158080.67
1856,210834.8
1857,198175.7
1858,144681.17
1859,118448.66
1860,153659.11
1861,121260.52
1862,234744.73
1863,252798.17
1864,252798.17
1865,321264.34
1866,283990.38
1867,259357.48
1868,253859.11
1869,199637.78
1870,254003.22
1871,223539.42
1872,176839.55
1873,231656.25
1874,140468.66
1875,186495.55
1876,188069.67
1877,196667.34
1878,238636.03
1879,140587.48
1880,130271.73
1881,216457.56
1882,242211.05
1883,207327.83
1884,226252.62
1885,220027.81
1886,252805.77
1887,197054.61
1888,258723.92
1889,166770.0
1890,139394.7
1891,146257.84
1892,110880.78
1893,117479.0
1894,113264.24
1895,136257.66
1896,125704.81
1897,114128.83
1898,116416.48
1899,149338.19
1900,140127.06
1901,161147.73
1902,131588.06
1903,234008.31
1904,160747.73
1905,194367.42
1906,168449.03
1907,190535.5
1908,120649.76
1909,132041.02
1910,124457.98
1911,242723.53
1912,241059.72
1913,147416.5
1914,68287.51
1915,330789.66
1916,63180.79
1917,274468.66
1918,143735.89
1919,180079.31
1920,149815.34
1921,320377.16
1922,264672.34
1923,218393.98
1924,195236.62
1925,234886.25
1926,367939.94
1927,141233.44
1928,160942.27
1929,128628.375
1930,159648.31
1931,142071.1
1932,132645.8
1933,172780.11
1934,178891.38
1935,167196.92
1936,172945.62
1937,205610.7
1938,171499.53
1939,269519.75
1940,194844.17
1941,190114.7
1942,182557.33
1943,189018.22
1944,316265.5
1945,376826.44
1946,125610.91
1947,310449.34
1948,133460.08
1949,241272.22
1950,183389.67
1951,248960.22
1952,228297.8
1953,172748.6
1954,218978.61
1955,140488.78
1956,262297.44
1957,168556.42
1958,294641.16
1959,149771.78
1960,128695.734
1961,118933.55
1962,93114.34
1963,104625.875
1964,108026.945
1965,146811.77
1966,143221.42
1967,274816.47
1968,374718.34
1969,358381.47
1970,439790.84
1971,461490.38
1972,365612.94
1973,246047.97
1974,275766.6
1975,508465.6
1976,269809.4
1977,351032.3
1978,403542.16
1979,386610.56
1980,204326.06
1981,355099.78
1982,230678.27
1983,227933.48
1984,191117.38
1985,197065.7
1986,198521.81
1987,194864.77
1988,187900.22
1989,204347.9
1990,219815.89
1991,210726.55
1992,206783.47
1993,174674.55
1994,239948.95
1995,190420.97
1996,281744.53
1997,330890.9
1998,324331.78
1999,246630.94
2000,316323.2
2001,255536.61
2002,188250.98
2003,282397.66
2004,268721.12
2005,220031.7
2006,255948.31
2007,253864.12
2008,221567.83
2009,180108.67
2010,201387.95
2011,167902.3
2012,185570.17
2013,177444.64
2014,170824.48
2015,223467.03
2016,176689.97
2017,207683.34
2018,123972.016
2019,124931.59
2020,111903.83
2021,116090.67
2022,176577.34
2023,124635.82
2024,245450.34
2025,467822.28
2026,173607.78
2027,153609.31
2028,153354.52
2029,184800.98
2030,275068.6
2031,260539.23
2032,267619.62
2033,261445.48
2034,156571.38
2035,215211.27
2036,198511.81
2037,198034.05
2038,370177.5
2039,190844.58
2040,320152.8
2041,278944.56
2042,225366.86
2043,168113.17
2044,200232.67
2045,238415.56
2046,125451.21
2047,149934.58
2048,142366.77
2049,127880.96
2050,191197.58
2051,128743.03
2052,141644.06
2053,143683.02
2054,82936.61
2055,149176.73
2056,149578.23
2057,120005.234
2058,235574.34
2059,109844.22
2060,167535.05
2061,177401.48
2062,128181.875
2063,122922.086
2064,137835.25
2065,124671.04
2066,179990.72
2067,139292.47
2068,130821.25
2069,80167.11
2070,118847.31
2071,97592.48
2072,142050.92
2073,140426.27
2074,184289.5
2075,145080.48
2076,124772.164
2077,146993.27
2078,128931.664
2079,116953.27
2080,118264.016
2081,119624.16
2082,116128.56
2083,133445.27
2084,119469.08
2085,138820.58
2086,172123.69
2087,118000.78
2088,107817.44
2089,97907.31
2090,124388.3
2091,116155.805
2092,127752.56
2093,134643.22
2094,127412.37
2095,134548.66
2096,72020.38
2097,108695.94
2098,144037.11
2099,40076.848
2100,109358.164
2101,108397.91
2102,127150.18
2103,115845.35
2104,121168.64
2105,124673.87
2106,60750.285
2107,237893.97
2108,117721.92
2109,138300.75
2110,122767.25
2111,169182.44
2112,135010.0
2113,132419.42
2114,130559.414
2115,153782.97
2116,107553.445
2117,161484.95
2118,119251.36
2119,118926.03
2120,114613.6
2121,92372.82
2122,96937.26
2123,86296.0
2124,182700.6
2125,123882.875
2126,152346.48
2127,131434.16
2128,115476.46
2129,94839.82
2130,155149.8
2131,146911.58
2132,125737.25
2133,120615.664
2134,122309.6
2135,108807.33
2136,77977.87
2137,121735.65
2138,133750.95
2139,147949.31
2140,138464.03
2141,145411.78
2142,124001.79
2143,145248.36
2144,122173.93
2145,129478.51
2146,157190.69
2147,125797.484
2148,117664.6
2149,139031.95
2150,225221.03
2151,138665.25
2152,179057.42
2153,158969.44
2154,119036.984
2155,139761.81
2156,214752.08
2157,214031.95
2158,247228.31
2159,237120.64
2160,168752.89
2161,254067.16
2162,463216.9
2163,328328.28
2164,238498.56
2165,183176.58
2166,140561.88
2167,185438.88
2168,212173.88
2169,191233.2
2170,224258.3
2171,160509.0
2172,138607.8
2173,178199.72
2174,250803.55
2175,286020.66
2176,273044.38
2177,261468.02
2178,240813.77
2179,144546.88
2180,193456.52
2181,202332.06
2182,222509.55
2183,202845.19
2184,132166.73
2185,129798.445
2186,136029.98
2187,144906.17
2188,150000.69
2189,231912.42
2190,87680.016
2191,89330.86
2192,97190.83
2193,115928.805
2194,93598.984
2195,110839.375
2196,132437.98
2197,114146.414
2198,134687.22
2199,183819.73
2200,143015.84
2201,129749.57
2202,216586.17
2203,126751.055
2204,189647.4
2205,119428.05
2206,150045.45
2207,218764.25
2208,226250.75
2209,193539.44
2210,125393.36
2211,110761.24
2212,118682.92
2213,122081.82
2214,147088.42
2215,117062.164
2216,148364.67
2217,79855.11
2218,98191.516
2219,99613.836
2220,76267.25
2221,335190.88
2222,222792.34
2223,279531.66
2224,215306.39
2225,135462.02
2226,182407.08
2227,198456.03
2228,226593.02
2229,250005.3
2230,171452.86
2231,204647.95
2232,197877.33
2233,161701.95
2234,228736.05
2235,183825.17
2236,287167.4
2237,319142.56
2238,199839.73
2239,139775.53
2240,156314.81
