Id,SalePrice
1461,128944.83
1462,155813.0
1463,176037.02
1464,180226.5
1465,200705.35
1466,188383.8
1467,174203.99
1468,177741.87
1469,182509.42
1470,120499.16
1471,192157.65
1472,95583.0
1473,92226.0
1474,152562.5
1475,136407.43
1476,399864.19
1477,261267.76
1478,317861.62
1479,309751.62
1480,429706.86
1481,313695.43
1482,222807.44
1483,175643.94
1484,163729.51333333334
1485,181139.64
1486,212818.79
1487,365731.98
1488,257238.06
1489,217024.02
1490,188630.95
1491,204515.77
1492,92780.5
1493,173249.85
1494,289630.2
1495,278198.0
1496,198847.32
1497,162369.77
1498,151676.53333333333
1499,150830.81333333335
1500,155742.76666666666
1501,172125.72
1502,149925.91
1503,258900.69
1504,236390.75
1505,215993.02
1506,172980.24
1507,218618.64
1508,185250.68
1509,159900.3
1510,143834.0
1511,144081.5
1512,150987.4
1513,160695.7
1514,147866.94
1515,205790.19
1516,142711.0
1517,153787.0
1518,124657.16
1519,221916.55
1520,134207.5
1521,139995.0
1522,158525.75
1523,120766.25
1524,134374.5
1525,118554.31
1526,126317.5
1527,101375.28
1528,129910.26
1529,141380.5
1530,167646.5
1531,136481.24
1532,102730.0
1533,142357.25
1534,118053.22
1535,159176.08
1536,118423.76
1537,72074.81
1538,196626.0
1539,240430.5
1540,110220.44
1541,147955.75
1542,145629.26
1543,199573.29
1544,78802.76
1545,108746.5
1546,123987.02
1547,141362.0
1548,132726.08
1549,110306.34
1550,132485.08
1551,114628.26
1552,144526.48
1553,155704.67
1554,123126.44
1555,166171.37
1556,99634.02
1557,108042.5
1558,91552.65
1559,125320.89
1560,141329.5
1561,132130.35
1562,126603.0
1563,120680.66
1564,152527.17
1565,160864.0
1566,248328.79
1567,72681.76
1568,210513.35
1569,151852.0
1570,134608.5
1571,141547.5
1572,142691.0
1573,230509.0
1574,103358.77
1575,205089.9
1576,197358.7
1577,212596.5
1578,148463.62
1579,141144.33
1580,192981.58
1581,148091.0
1582,118060.58
1583,314188.09
1584,250859.4
1585,139404.83
1586,66448.22
1587,125224.91
1588,149516.0
1589,103272.66
1590,135305.25
1591,111209.48
1592,125506.75
1593,114685.66
1594,156390.71
1595,135138.13
1596,221582.24
1597,173713.78
1598,199421.7
1599,187181.35
1600,190232.65
1601,70762.66
1602,112743.63
1603,97913.73
1604,268228.15
1605,252156.32
1606,173840.4
1607,176639.62
1608,208100.36
1609,210492.69
1610,162732.25
1611,155627.0
1612,165974.63
1613,172950.89
1614,117311.44
1615,89994.75
1616,84211.75
1617,90372.0
1618,127919.0
1619,132365.0
1620,165454.85
1621,136133.84
1622,149053.3
1623,303404.86
1624,196685.2
1625,123474.16
1626,164649.06
1627,180474.5
1628,278938.74
1629,180646.78
1630,347063.96
1631,230851.15
1632,288960.88
1633,172153.32
1634,181370.4
1635,178133.82
1636,167167.17
1637,184354.76
1638,219059.7
1639,192006.0
1640,254714.36
1641,187490.0
1642,219483.94
1643,235804.68
1644,239023.1
1645,175641.08
1646,151462.5
1647,163780.9
1648,142958.74
1649,144541.5
1650,121588.74
1651,127322.84
1652,92356.0
1653,96522.0
1654,156662.0
1655,145749.5
1656,151347.0
1657,155236.5
1658,151043.5
1659,133814.88
1660,146971.25
1661,445722.72
1662,391796.11
1663,355049.26
1664,433304.32
1665,330349.71
1666,314841.96
1667,357177.9
1668,331217.21
1669,272662.52
1670,328545.89
1671,238378.16
1672,428852.68
1673,321854.45
1674,261773.23
1675,184551.8
1676,187959.9
1677,212077.26
1678,432602.99
1679,374863.75
1680,362665.58
1681,256004.09
1682,297096.38
1683,184655.98
1684,183658.0
1685,176400.7
1686,169234.46
1687,173415.54
1688,197824.2
1689,198179.9
1690,181957.85
1691,172211.59
1692,261769.35
1693,172676.66
1694,180400.17
1695,175776.5
1696,275154.22
1697,174580.0
1698,337374.36
1699,326358.62
1700,253233.79
1701,266202.15
1702,302982.58
1703,283266.42
1704,296606.12
1705,233279.35
1706,383722.25
1707,218311.03
1708,225737.24
1709,271841.81
1710,219312.01
1711,253601.19
1712,301012.61
1713,232056.1
1714,220004.88
1715,197759.8
1716,189288.31
1717,171220.41
1718,157691.59
1719,216912.33
1720,249785.53
1721,181925.44
1722,153013.0
1723,156846.3
1724,222958.04
1725,237221.19
1726,193839.5
1727,171263.4
1728,189626.74
1729,166242.41
1730,163948.71
1731,125440.66
1732,121010.48
1733,120069.65
1734,130885.83
1735,130176.5
1736,119051.32
1737,346782.12
1738,219117.47
1739,255929.79
1740,188253.57
1741,180070.44
1742,170844.66
1743,179402.43
1744,320887.62
1745,238994.97
1746,305769.46
1747,220659.76
1748,222235.79
1749,159528.67
1750,141596.27
1751,250262.66
1752,112379.58
1753,154680.95
1754,207585.01
1755,167976.3
1756,113354.36
1757,118495.24
1758,141081.92
1759,164956.84
1760,152371.58
1761,157727.0
1762,179015.48
1763,158930.0
1764,118217.99
1765,163190.62
1766,163378.5
1767,188757.5
1768,138065.0
1769,172483.3
1770,140336.5
1771,135055.0
1772,146014.25
1773,139896.33
1774,124397.58
1775,134263.58
1776,137137.5
1777,111270.5
1778,132950.0
1779,125569.83
1780,173316.2
1781,130776.75
1782,104912.0
1783,131279.0
1784,99260.86
1785,107193.26
1786,147586.82
1787,169806.33
1788,58306.83
1789,91052.0
1790,82675.0
1791,172886.36
1792,157585.25
1793,118594.51
1794,132526.83
1795,141477.25
1796,156353.0
1797,107322.36
1798,129699.5
1799,114625.08
1800,139666.24
1801,141708.84
1802,143092.16
1803,153443.87
1804,133479.66
1805,136933.75
1806,123126.66
1807,131828.91
1808,124384.76
1809,139770.6
1810,141607.0
1811,119160.99
1812,115739.99
1813,121192.75
1814,90063.52
1815,57164.27
1816,109583.26
1817,115380.04
1818,138679.2
1819,118411.33
1820,83088.5
1821,127473.09
1822,143244.25
1823,67515.86
1824,139706.0
1825,143467.09
1826,110375.52
1827,112484.76
1828,136690.5
1829,107874.26
1830,132054.45
1831,182100.75
1832,113455.64
1833,143105.49
1834,143433.9
1835,154091.78
1836,133862.5
1837,94007.1
1838,140060.66
1839,88839.54
1840,172163.27
1841,140695.09
1842,95706.04
1843,138783.62
1844,141303.1
1845,157935.5
1846,150526.0
1847,166123.98
1848,61158.05
1849,140016.34
1850,128999.58
1851,152266.5
1852,126314.5
1853,138038.6
1854,170369.65
1855,164105.47
1856,211953.28
1857,188391.5
1858,145282.71
1859,124682.26
1860,149356.08
1861,124913.68
1862,282114.4
1863,270433.83
1864,270433.83
1865,300259.21
1866,315633.48
1867,233282.04
1868,295612.03
1869,191463.0
1870,212673.84
1871,252784.45
1872,178309.57
1873,225435.35
1874,142166.0
1875,204133.22
1876,196533.0
1877,195499.94
1878,213373.87
1879,134761.0
1880,126333.2
1881,223034.65
1882,273583.93
1883,209631.85
1884,222481.42
1885,265324.64
1886,294535.59
1887,187447.69
1888,265697.11
1889,172621.71
1890,132038.0
1891,143641.52
1892,108509.16
1893,134957.5
1894,122057.23
1895,148183.5
1896,124182.5
1897,117350.0
1898,117273.8
1899,143260.25
1900,147009.27
1901,162760.71
1902,109133.97
1903,227783.72
1904,134730.0
1905,173666.5
1906,159148.9
1907,182427.48
1908,113223.18666666666
1909,126223.16
1910,122815.0
1911,202504.2
1912,257527.72
1913,152736.24
1914,66480.81
1915,316622.99
1916,71385.72
1917,253799.0
1918,137100.33333333334
1919,161081.24
1920,167936.22
1921,358844.71
1922,286765.49
1923,226812.98
1924,208891.0
1925,241270.33
1926,365648.18
1927,141920.33
1928,156617.05
1929,126799.36
1930,144779.24
1931,132524.0
1932,140246.55
1933,175693.72
1934,178175.82
1935,176283.49
1936,184118.85
1937,186629.0
1938,172372.04
1939,273605.32
1940,198692.85
1941,178218.4
1942,184908.85
1943,198912.0
1944,327105.19
1945,370297.32
1946,154466.03
1947,335079.72
1948,167823.0
1949,227707.87
